timestamp,temperature_C,pressure_bar,flow_rate_lps,vibration_mms
2025-04-21 00:39:00,75.39,4.87,106.48,2.068
2025-04-21 00:40:00,76.48,5.22,96.41,2.031
2025-04-21 00:41:00,75.34,4.89,103.73,1.918
2025-04-21 00:42:00,74.77,5.52,99.03,2.028
2025-04-21 00:43:00,74.4,4.88,99.68,2.12
2025-04-21 00:44:00,72.04,5.07,100.46,1.94
2025-04-21 00:45:00,73.56,5.28,101.26,2.21
2025-04-21 00:46:00,74.08,4.57,99.42,1.947
2025-04-21 00:47:00,77.11,4.47,101.07,2.003
2025-04-21 00:48:00,75.69,4.54,107.89,1.933
2025-04-21 00:49:00,71.47,5.38,104.93,2.022
2025-04-21 00:50:00,75.65,4.83,104.35,1.826
2025-04-21 00:51:00,74.23,5.77,97.72,1.945
2025-04-21 00:52:00,73.65,4.83,95.55,1.891
2025-04-21 00:53:00,76.22,5.06,104.78,2.014
2025-04-21 00:54:00,77.06,5.46,104.38,2.099
2025-04-21 00:55:00,76.86,5.6,107.36,2.065
2025-04-21 00:56:00,73.32,5.62,96.98,1.763
2025-04-21 00:57:00,74.38,5.36,98.85,2.204
2025-04-21 00:58:00,75.66,5.31,91.8,2.03
2025-04-21 00:59:00,76.95,5.18,98.04,1.922
2025-04-21 01:00:00,74.04,5.23,104.98,2.016
2025-04-21 01:01:00,74.63,4.83,97.67,2.018
2025-04-21 01:02:00,72.79,4.75,103.2,1.933
2025-04-21 01:03:00,72.61,5.0,99.05,2.02
2025-04-21 01:04:00,76.63,4.95,101.62,1.939
2025-04-21 01:05:00,77.71,4.86,94.26,1.96
2025-04-21 01:06:00,74.86,5.21,100.43,1.931
2025-04-21 01:07:00,77.01,5.29,85.04,1.857
2025-04-21 01:08:00,75.72,5.03,99.07,2.015
2025-04-21 01:09:00,73.71,5.44,91.85,2.059
2025-04-21 01:10:00,75.72,4.66,106.03,2.051
2025-04-21 01:11:00,78.08,4.94,103.89,2.082
2025-04-21 01:12:00,74.93,4.78,102.33,2.032
2025-04-21 01:13:00,78.13,4.44,107.61,1.947
2025-04-21 01:14:00,69.76,4.98,95.26,2.084
2025-04-21 01:15:00,76.64,4.96,108.74,1.864
2025-04-21 01:16:00,75.17,5.45,104.66,1.91
2025-04-21 01:17:00,74.4,5.19,98.82,1.904
2025-04-21 01:18:00,75.18,4.69,105.68,2.108
2025-04-21 01:19:00,71.02,5.56,94.47,2.094
2025-04-21 01:20:00,74.56,5.37,95.88,2.049
2025-04-21 01:21:00,75.71,5.17,96.96,2.107
2025-04-21 01:22:00,77.96,4.93,97.36,1.912
2025-04-21 01:23:00,73.96,4.71,94.72,2.035
2025-04-21 01:24:00,73.38,4.89,106.12,1.987
2025-04-21 01:25:00,74.0,5.33,98.71,2.085
2025-04-21 01:26:00,76.83,5.57,101.76,1.988
2025-04-21 01:27:00,75.66,5.46,97.15,1.962
2025-04-21 01:28:00,73.94,4.85,90.9,2.054
2025-04-21 01:29:00,76.03,4.66,101.35,2.088
2025-04-21 01:30:00,75.19,5.04,90.44,1.933
2025-04-21 01:31:00,76.94,4.47,99.66,1.994
2025-04-21 01:32:00,73.6,5.1,93.16,1.894
2025-04-21 01:33:00,74.34,4.96,109.94,1.75
2025-04-21 01:34:00,74.22,4.86,104.56,2.02
2025-04-21 01:35:00,72.07,4.52,100.53,2.061
2025-04-21 01:36:00,75.59,5.15,106.32,2.026
2025-04-21 01:37:00,75.52,4.84,95.77,1.805
2025-04-21 01:38:00,75.01,4.65,102.72,1.965
2025-04-21 01:39:00,74.53,4.14,101.0,1.778
2025-04-21 01:40:00,72.17,4.99,101.32,2.137
2025-04-21 01:41:00,74.16,5.53,106.36,1.891
2025-04-21 01:42:00,74.31,5.5,103.66,2.126
2025-04-21 01:43:00,73.4,4.86,101.44,2.095
2025-04-21 01:44:00,74.68,4.82,91.73,1.91
2025-04-21 01:45:00,75.81,5.14,95.2,1.887
2025-04-21 01:46:00,78.77,4.7,99.39,2.035
2025-04-21 01:47:00,75.35,5.09,100.47,1.916
2025-04-21 01:48:00,75.52,5.23,94.35,2.01
2025-04-21 01:49:00,74.85,5.37,112.06,1.952
2025-04-21 01:50:00,71.16,4.97,107.58,1.822
2025-04-21 01:51:00,74.95,4.94,103.01,1.777
2025-04-21 01:52:00,75.12,4.74,100.36,2.023
2025-04-21 01:53:00,79.93,4.75,98.94,1.944
2025-04-21 01:54:00,74.62,4.93,95.24,1.945
2025-04-21 01:55:00,75.6,5.11,100.39,2.07
2025-04-21 01:56:00,74.93,5.27,101.29,2.117
2025-04-21 01:57:00,72.66,4.76,93.79,1.973
2025-04-21 01:58:00,77.29,5.45,101.67,1.966
2025-04-21 01:59:00,76.5,4.92,99.22,2.05
2025-04-21 02:00:00,76.58,4.99,90.46,1.864
2025-04-21 02:01:00,73.18,4.78,95.7,2.022
2025-04-21 02:02:00,77.81,4.27,97.93,2.055
2025-04-21 02:03:00,72.2,5.27,109.44,2.068
2025-04-21 02:04:00,76.17,5.22,102.78,1.806
2025-04-21 02:05:00,79.38,4.92,93.32,1.924
2025-04-21 02:06:00,73.02,5.02,102.43,1.912
2025-04-21 02:07:00,73.87,5.15,92.26,2.01
2025-04-21 02:08:00,75.2,4.53,105.41,2.048
2025-04-21 02:09:00,73.99,4.84,97.64,2.15
2025-04-21 02:10:00,71.9,5.24,99.53,1.951
2025-04-21 02:11:00,75.14,4.62,106.63,1.95
2025-04-21 02:12:00,72.88,5.09,93.56,2.115
2025-04-21 02:13:00,75.95,4.59,93.01,2.03
2025-04-21 02:14:00,73.16,5.14,97.08,2.127
2025-04-21 02:15:00,78.1,4.99,105.19,2.029
2025-04-21 02:16:00,73.43,4.52,92.4,1.884
2025-04-21 02:17:00,74.36,5.35,85.84,1.867
2025-04-21 02:18:00,76.63,4.78,97.74,1.845
2025-04-21 02:19:00,72.54,4.76,102.76,2.066
2025-04-21 02:20:00,75.45,5.06,106.0,2.119
2025-04-21 02:21:00,77.61,5.34,97.68,2.185
2025-04-21 02:22:00,71.79,4.7,97.94,2.084
2025-04-21 02:23:00,75.37,5.02,105.77,2.116
2025-04-21 02:24:00,75.52,5.13,90.65,1.942
2025-04-21 02:25:00,76.56,5.21,98.06,1.884
2025-04-21 02:26:00,72.53,5.05,100.95,2.085
2025-04-21 02:27:00,72.36,4.89,102.25,2.042
2025-04-21 02:28:00,76.04,4.75,97.45,2.011
2025-04-21 02:29:00,75.59,5.03,100.17,2.039
2025-04-21 02:30:00,75.5,4.68,87.56,2.032
2025-04-21 02:31:00,75.69,4.12,96.71,2.128
2025-04-21 02:32:00,73.64,5.13,102.27,2.129
2025-04-21 02:33:00,75.46,5.27,95.09,2.054
2025-04-21 02:34:00,75.59,4.29,100.29,2.085
2025-04-21 02:35:00,73.57,4.7,102.23,2.051
2025-04-21 02:36:00,78.73,5.19,98.29,1.954
2025-04-21 02:37:00,75.95,5.62,100.85,2.076
2025-04-21 02:38:00,72.62,5.01,95.19,1.861
2025-04-21 02:39:00,76.31,4.78,98.97,2.105
2025-04-21 02:40:00,73.05,4.95,103.05,1.881
2025-04-21 02:41:00,76.57,5.41,100.78,2.029
2025-04-21 02:42:00,77.32,4.81,97.07,1.915
2025-04-21 02:43:00,73.36,4.76,101.12,2.055
2025-04-21 02:44:00,76.93,4.86,103.57,1.997
2025-04-21 02:45:00,75.83,4.71,89.75,1.841
2025-04-21 02:46:00,76.64,5.04,105.8,2.042
2025-04-21 02:47:00,78.79,5.49,98.32,1.942
2025-04-21 02:48:00,74.51,5.1,102.13,2.088
2025-04-21 02:49:00,73.49,4.92,105.99,2.0
2025-04-21 02:50:00,73.22,4.91,93.14,2.04
2025-04-21 02:51:00,73.37,4.53,96.45,1.904
2025-04-21 02:52:00,74.85,5.26,98.56,1.941
2025-04-21 02:53:00,75.68,4.98,96.08,1.954
2025-04-21 02:54:00,75.55,4.95,108.67,2.086
2025-04-21 02:55:00,76.65,5.96,95.72,2.168
2025-04-21 02:56:00,75.03,5.09,97.22,1.919
2025-04-21 02:57:00,77.91,4.77,101.02,2.108
2025-04-21 02:58:00,74.47,4.87,93.99,1.783
2025-04-21 02:59:00,80.44,5.34,98.02,1.881
2025-04-21 03:00:00,76.25,5.03,101.59,1.904
2025-04-21 03:01:00,73.29,4.57,98.34,1.865
2025-04-21 03:02:00,72.86,5.28,99.53,1.842
2025-04-21 03:03:00,75.96,4.8,97.35,2.041
2025-04-21 03:04:00,74.55,5.56,92.43,1.979
2025-04-21 03:05:00,76.43,5.32,101.61,2.038
2025-04-21 03:06:00,75.95,4.87,108.77,2.069
2025-04-21 03:07:00,74.85,5.38,100.09,2.027
2025-04-21 03:08:00,73.31,5.02,101.13,2.066
2025-04-21 03:09:00,71.97,5.26,103.46,1.993
2025-04-21 03:10:00,74.11,5.15,93.65,1.881
2025-04-21 03:11:00,76.71,4.75,108.51,2.106
2025-04-21 03:12:00,75.43,4.81,101.01,1.941
2025-04-21 03:13:00,72.51,5.31,108.16,1.906
2025-04-21 03:14:00,75.35,4.9,96.33,1.982
2025-04-21 03:15:00,75.77,4.88,109.09,1.909
2025-04-21 03:16:00,73.23,4.71,103.88,1.958
2025-04-21 03:17:00,75.31,5.13,102.77,2.034
2025-04-21 03:18:00,75.12,5.62,101.17,2.035
2025-04-21 03:19:00,72.71,4.68,98.76,1.91
2025-04-21 03:20:00,75.72,5.01,106.0,1.951
2025-04-21 03:21:00,76.12,5.42,100.7,2.107
2025-04-21 03:22:00,77.17,4.98,90.16,2.05
2025-04-21 03:23:00,77.11,5.14,94.41,2.208
2025-04-21 03:24:00,72.24,4.68,99.07,2.118
2025-04-21 03:25:00,73.12,5.13,101.55,2.114
2025-04-21 03:26:00,76.03,4.94,99.72,1.861
2025-04-21 03:27:00,76.03,5.3,106.09,2.076
2025-04-21 03:28:00,76.03,5.36,90.24,1.995
2025-04-21 03:29:00,82.71,5.78,100.72,1.945
2025-04-21 03:30:00,76.14,5.17,90.91,2.017
2025-04-21 03:31:00,77.27,5.1,103.8,2.095
2025-04-21 03:32:00,76.91,5.06,99.53,2.05
2025-04-21 03:33:00,76.3,4.89,102.1,1.912
2025-04-21 03:34:00,74.37,5.1,95.68,2.074
2025-04-21 03:35:00,76.52,4.91,106.4,1.936
2025-04-21 03:36:00,73.45,5.05,105.21,2.022
2025-04-21 03:37:00,74.53,5.4,102.92,1.97
2025-04-21 03:38:00,74.03,4.7,99.35,1.978
2025-04-21 03:39:00,75.16,5.34,102.9,2.077
2025-04-21 03:40:00,79.63,5.4,96.47,1.896
2025-04-21 03:41:00,71.27,4.96,104.28,2.195
2025-04-21 03:42:00,76.37,4.36,108.25,1.818
2025-04-21 03:43:00,71.77,4.82,105.35,1.94
2025-04-21 03:44:00,74.06,5.39,96.35,2.037
2025-04-21 03:45:00,77.18,4.99,101.81,2.058
2025-04-21 03:46:00,75.13,4.7,93.53,1.99
2025-04-21 03:47:00,72.84,4.85,102.86,1.994
2025-04-21 03:48:00,73.57,5.25,102.25,2.041
2025-04-21 03:49:00,76.36,5.16,90.65,1.977
2025-04-21 03:50:00,73.54,4.93,94.19,2.139
2025-04-21 03:51:00,75.43,4.89,98.58,2.084
2025-04-21 03:52:00,75.09,4.88,98.5,2.087
2025-04-21 03:53:00,73.7,4.72,93.95,1.903
2025-04-21 03:54:00,79.29,5.48,101.94,1.992
2025-04-21 03:55:00,76.27,4.9,101.26,1.97
2025-04-21 03:56:00,70.95,5.37,99.03,1.899
2025-04-21 03:57:00,75.37,5.46,96.22,2.036
2025-04-21 03:58:00,73.68,5.3,105.24,1.946
2025-04-21 03:59:00,76.7,4.87,108.28,2.066
2025-04-21 04:00:00,73.41,5.12,97.58,1.893
2025-04-21 04:01:00,74.77,4.99,96.94,2.172
2025-04-21 04:02:00,76.01,4.73,102.46,1.91
2025-04-21 04:03:00,76.73,5.1,98.21,2.022
2025-04-21 04:04:00,72.6,4.65,99.3,2.079
2025-04-21 04:05:00,74.33,5.36,103.7,1.943
2025-04-21 04:06:00,74.05,4.86,90.45,2.085
2025-04-21 04:07:00,73.69,5.06,106.59,1.877
2025-04-21 04:08:00,78.53,5.08,100.36,2.145
2025-04-21 04:09:00,75.81,4.92,97.94,2.001
2025-04-21 04:10:00,72.48,5.18,99.55,1.94
2025-04-21 04:11:00,76.84,4.86,99.81,1.97
2025-04-21 04:12:00,79.24,5.26,91.34,2.081
2025-04-21 04:13:00,77.06,4.6,107.47,1.942
2025-04-21 04:14:00,71.96,5.04,100.21,1.925
2025-04-21 04:15:00,74.03,5.58,102.22,1.978
2025-04-21 04:16:00,77.53,4.7,104.76,1.882
2025-04-21 04:17:00,73.58,4.8,94.89,2.182
2025-04-21 04:18:00,75.89,5.15,102.37,1.943
2025-04-21 04:19:00,76.55,5.05,98.66,2.083
2025-04-21 04:20:00,73.15,5.11,104.23,2.021
2025-04-21 04:21:00,74.88,5.15,89.36,1.902
2025-04-21 04:22:00,68.52,5.19,99.5,1.999
2025-04-21 04:23:00,72.95,5.33,96.99,2.078
2025-04-21 04:24:00,74.49,5.12,102.16,1.981
2025-04-21 04:25:00,72.5,4.93,102.35,2.119
2025-04-21 04:26:00,78.26,5.2,96.46,2.102
2025-04-21 04:27:00,72.14,5.57,96.44,2.092
2025-04-21 04:28:00,74.12,4.96,99.45,1.954
2025-04-21 04:29:00,75.26,4.71,95.52,1.892
2025-04-21 04:30:00,77.88,5.33,104.21,1.939
2025-04-21 04:31:00,72.13,4.96,98.15,2.02
2025-04-21 04:32:00,77.33,4.35,85.47,2.055
2025-04-21 04:33:00,75.02,5.25,98.13,1.783
2025-04-21 04:34:00,73.04,4.84,94.81,1.999
2025-04-21 04:35:00,75.92,4.97,91.84,2.016
2025-04-21 04:36:00,75.4,5.1,93.81,1.972
2025-04-21 04:37:00,73.8,5.06,100.55,2.129
2025-04-21 04:38:00,75.14,5.21,106.64,2.042
2025-04-21 04:39:00,74.23,4.87,101.57,2.131
2025-04-21 04:40:00,75.23,5.15,96.97,1.978
2025-04-21 04:41:00,76.32,4.92,102.28,2.094
2025-04-21 04:42:00,78.17,5.22,97.7,2.164
2025-04-21 04:43:00,72.52,5.18,96.53,2.131
2025-04-21 04:44:00,79.27,4.72,94.23,1.891
2025-04-21 04:45:00,71.1,5.33,91.24,1.975
2025-04-21 04:46:00,74.7,4.84,98.05,1.965
2025-04-21 04:47:00,76.18,5.24,100.79,2.049
2025-04-21 04:48:00,75.56,5.11,99.52,2.069
2025-04-21 04:49:00,73.75,5.55,97.92,1.916
2025-04-21 04:50:00,74.58,4.93,95.27,2.007
2025-04-21 04:51:00,74.01,4.9,103.04,1.798
2025-04-21 04:52:00,73.82,4.99,93.41,2.144
2025-04-21 04:53:00,76.7,4.91,103.88,1.949
2025-04-21 04:54:00,75.71,5.24,94.99,2.006
2025-04-21 04:55:00,73.61,4.52,96.24,1.969
2025-04-21 04:56:00,76.8,4.68,92.67,2.115
2025-04-21 04:57:00,75.61,4.68,97.49,1.716
2025-04-21 04:58:00,76.63,5.29,104.88,1.998
2025-04-21 04:59:00,76.26,5.51,102.58,1.989
2025-04-21 05:00:00,73.34,4.97,104.89,1.955
2025-04-21 05:01:00,73.88,4.95,102.61,2.173
2025-04-21 05:02:00,76.49,5.02,94.48,1.911
2025-04-21 05:03:00,76.22,5.35,98.35,2.077
2025-04-21 05:04:00,74.96,4.72,96.1,2.036
2025-04-21 05:05:00,75.23,5.07,106.65,2.126
2025-04-21 05:06:00,77.56,5.29,94.02,1.933
2025-04-21 05:07:00,73.82,5.15,104.47,1.927
2025-04-21 05:08:00,76.09,5.06,104.46,2.11
2025-04-21 05:09:00,74.6,5.3,109.15,2.043
2025-04-21 05:10:00,74.56,4.19,97.95,1.846
2025-04-21 05:11:00,77.2,5.2,103.56,1.946
2025-04-21 05:12:00,76.65,4.8,111.41,2.039
2025-04-21 05:13:00,76.63,4.45,96.91,2.084
2025-04-21 05:14:00,77.61,5.15,92.32,1.932
2025-04-21 05:15:00,75.04,5.41,90.6,1.709
2025-04-21 05:16:00,76.36,4.96,103.56,2.052
2025-04-21 05:17:00,74.38,5.29,90.58,1.878
2025-04-21 05:18:00,75.65,5.48,98.14,1.798
2025-04-21 05:19:00,74.74,5.39,102.19,1.717
2025-04-21 05:20:00,75.19,5.49,100.93,2.081
2025-04-21 05:21:00,76.19,5.22,102.13,2.013
2025-04-21 05:22:00,73.36,5.02,101.11,1.977
2025-04-21 05:23:00,79.18,4.52,106.39,2.139
2025-04-21 05:24:00,72.99,4.93,95.24,2.064
2025-04-21 05:25:00,72.57,4.75,96.62,2.162
2025-04-21 05:26:00,77.32,5.65,96.14,1.861
2025-04-21 05:27:00,76.58,4.95,104.15,1.997
2025-04-21 05:28:00,76.25,5.04,104.5,1.838
2025-04-21 05:29:00,76.26,5.17,102.26,1.977
2025-04-21 05:30:00,74.98,5.01,105.92,1.975
2025-04-21 05:31:00,73.21,5.51,94.11,2.063
2025-04-21 05:32:00,75.15,4.81,108.34,2.005
2025-04-21 05:33:00,73.65,5.06,107.62,2.062
2025-04-21 05:34:00,76.95,4.78,103.68,2.07
2025-04-21 05:35:00,74.71,4.6,108.91,2.215
2025-04-21 05:36:00,73.35,4.82,91.72,1.968
2025-04-21 05:37:00,74.36,4.99,97.38,1.906
2025-04-21 05:38:00,75.83,4.87,96.32,2.025
2025-04-21 05:39:00,73.87,4.79,103.61,1.92
2025-04-21 05:40:00,73.36,4.58,94.75,2.148
2025-04-21 05:41:00,75.49,4.98,103.79,1.972
2025-04-21 05:42:00,75.49,4.55,106.85,1.943
2025-04-21 05:43:00,73.99,5.23,103.48,1.953
2025-04-21 05:44:00,74.06,5.02,101.42,2.072
2025-04-21 05:45:00,75.46,4.56,95.06,1.984
2025-04-21 05:46:00,72.1,4.91,95.77,1.936
2025-04-21 05:47:00,72.19,4.77,106.25,2.167
2025-04-21 05:48:00,73.56,5.1,103.9,1.914
2025-04-21 05:49:00,74.57,5.4,99.8,2.004
2025-04-21 05:50:00,75.62,4.44,97.91,2.065
2025-04-21 05:51:00,77.95,5.03,89.87,1.837
2025-04-21 05:52:00,76.72,4.95,94.65,2.048
2025-04-21 05:53:00,74.68,5.2,109.56,1.894
2025-04-21 05:54:00,74.96,5.06,93.6,2.082
2025-04-21 05:55:00,72.99,4.77,100.95,1.904
2025-04-21 05:56:00,74.96,4.9,105.04,2.069
2025-04-21 05:57:00,74.42,4.76,93.73,2.111
2025-04-21 05:58:00,75.65,5.32,100.92,2.086
2025-04-21 05:59:00,73.35,5.01,104.69,2.025
2025-04-21 06:00:00,76.04,5.57,100.06,1.977
2025-04-21 06:01:00,78.07,4.98,114.34,1.942
2025-04-21 06:02:00,74.78,4.79,91.66,2.147
2025-04-21 06:03:00,75.8,4.55,105.29,1.93
2025-04-21 06:04:00,76.38,4.46,99.14,1.896
2025-04-21 06:05:00,74.2,4.52,103.86,2.067
2025-04-21 06:06:00,75.45,5.08,102.21,1.92
2025-04-21 06:07:00,75.03,5.15,96.33,1.905
2025-04-21 06:08:00,75.2,4.53,101.14,1.856
2025-04-21 06:09:00,73.45,5.27,90.71,1.952
2025-04-21 06:10:00,75.05,4.86,103.02,1.992
2025-04-21 06:11:00,76.0,5.04,101.49,2.024
2025-04-21 06:12:00,77.9,5.48,103.19,2.095
2025-04-21 06:13:00,76.92,5.27,105.29,2.053
2025-04-21 06:14:00,79.31,4.92,101.84,1.981
2025-04-21 06:15:00,73.47,4.73,100.74,1.98
2025-04-21 06:16:00,76.74,4.35,95.59,2.051
2025-04-21 06:17:00,75.37,4.78,96.44,2.127
2025-04-21 06:18:00,79.38,4.94,105.93,2.013
2025-04-21 06:19:00,73.38,4.7,107.18,1.953
2025-04-21 06:20:00,73.32,4.96,98.81,1.901
2025-04-21 06:21:00,73.8,5.02,100.23,1.855
2025-04-21 06:22:00,70.75,4.93,95.48,2.067
2025-04-21 06:23:00,73.95,4.8,105.86,2.058
2025-04-21 06:24:00,73.48,5.05,103.33,2.058
2025-04-21 06:25:00,75.3,5.13,109.71,1.987
2025-04-21 06:26:00,75.68,4.67,95.61,2.141
2025-04-21 06:27:00,78.75,5.42,98.11,1.952
2025-04-21 06:28:00,76.9,4.97,101.16,2.096
2025-04-21 06:29:00,73.85,5.01,103.23,1.996
2025-04-21 06:30:00,73.2,5.21,98.92,1.939
2025-04-21 06:31:00,75.98,5.07,95.64,2.059
2025-04-21 06:32:00,72.36,5.29,104.41,2.041
2025-04-21 06:33:00,78.66,5.09,103.61,2.036
2025-04-21 06:34:00,77.36,4.82,95.42,2.008
2025-04-21 06:35:00,74.06,5.11,106.78,1.996
2025-04-21 06:36:00,71.57,4.66,105.85,2.239
2025-04-21 06:37:00,77.71,5.03,100.67,2.118
2025-04-21 06:38:00,74.77,4.99,100.4,2.072
2025-04-21 06:39:00,77.48,4.94,102.77,2.011
2025-04-21 06:40:00,71.81,4.96,95.69,2.101
2025-04-21 06:41:00,73.8,4.44,100.15,2.052
2025-04-21 06:42:00,75.01,4.84,89.24,2.003
2025-04-21 06:43:00,75.09,5.03,104.38,1.97
2025-04-21 06:44:00,74.1,5.05,92.19,1.992
2025-04-21 06:45:00,76.25,4.69,107.52,1.683
2025-04-21 06:46:00,72.86,5.38,98.35,2.021
2025-04-21 06:47:00,74.72,4.74,98.94,1.951
2025-04-21 06:48:00,75.24,5.29,96.86,2.159
2025-04-21 06:49:00,76.03,5.13,98.56,2.002
2025-04-21 06:50:00,76.42,4.81,107.09,1.881
2025-04-21 06:51:00,72.75,5.53,87.56,1.995
2025-04-21 06:52:00,71.93,4.64,106.38,1.895
2025-04-21 06:53:00,77.56,5.28,101.69,2.047
2025-04-21 06:54:00,75.66,5.3,93.96,2.029
2025-04-21 06:55:00,73.5,4.8,94.62,2.096
2025-04-21 06:56:00,78.1,5.42,108.38,1.921
2025-04-21 06:57:00,75.23,4.92,95.27,2.003
2025-04-21 06:58:00,77.36,5.09,94.23,1.863
2025-04-21 06:59:00,75.14,5.08,105.69,2.07
2025-04-21 07:00:00,79.12,4.96,101.69,2.052
2025-04-21 07:01:00,78.51,5.24,95.31,2.05
2025-04-21 07:02:00,74.5,5.24,101.08,2.0
2025-04-21 07:03:00,76.94,4.48,94.87,2.041
2025-04-21 07:04:00,76.29,5.39,105.5,2.16
2025-04-21 07:05:00,77.74,4.5,105.31,1.971
2025-04-21 07:06:00,73.07,5.31,102.66,2.014
2025-04-21 07:07:00,76.37,5.34,101.81,1.891
2025-04-21 07:08:00,77.12,4.67,108.81,1.913
2025-04-21 07:09:00,71.48,4.88,100.0,2.01
2025-04-21 07:10:00,72.63,4.67,94.09,2.11
2025-04-21 07:11:00,70.92,4.94,102.25,1.974
2025-04-21 07:12:00,74.46,4.91,110.43,1.976
2025-04-21 07:13:00,76.44,5.23,94.93,1.959
2025-04-21 07:14:00,78.0,5.39,98.19,1.947
2025-04-21 07:15:00,75.15,5.42,102.08,2.029
2025-04-21 07:16:00,78.26,4.83,99.73,1.85
2025-04-21 07:17:00,72.24,4.94,95.09,2.128
2025-04-21 07:18:00,71.59,4.49,105.61,1.933
2025-04-21 07:19:00,74.89,4.76,111.6,2.072
2025-04-21 07:20:00,75.77,5.29,100.98,1.873
2025-04-21 07:21:00,74.93,5.48,95.48,2.067
2025-04-21 07:22:00,70.87,4.63,92.26,2.067
2025-04-21 07:23:00,74.82,4.82,101.29,2.038
2025-04-21 07:24:00,72.39,4.99,105.52,1.901
2025-04-21 07:25:00,76.34,5.08,102.38,2.025
2025-04-21 07:26:00,75.73,4.76,99.99,1.882
2025-04-21 07:27:00,73.12,5.13,97.05,1.975
2025-04-21 07:28:00,73.97,4.86,94.54,2.103
2025-04-21 07:29:00,72.88,5.0,104.17,2.08
2025-04-21 07:30:00,74.87,5.16,104.57,2.002
2025-04-21 07:31:00,76.91,5.0,92.27,1.903
2025-04-21 07:32:00,73.03,4.87,107.95,2.065
2025-04-21 07:33:00,76.01,4.97,102.87,2.002
2025-04-21 07:34:00,73.94,4.97,107.0,1.768
2025-04-21 07:35:00,73.41,4.89,93.29,2.078
2025-04-21 07:36:00,74.79,4.92,93.17,1.998
2025-04-21 07:37:00,72.93,5.48,99.26,2.12
2025-04-21 07:38:00,73.89,5.17,102.51,1.89
2025-04-21 07:39:00,72.6,4.91,108.98,1.682
2025-04-21 07:40:00,78.93,5.21,103.53,2.028
2025-04-21 07:41:00,75.07,4.9,98.79,2.029
2025-04-21 07:42:00,73.6,5.35,94.87,1.831
2025-04-21 07:43:00,75.43,5.11,106.15,1.902
2025-04-21 07:44:00,74.78,4.97,95.18,2.276
2025-04-21 07:45:00,74.56,5.13,108.14,1.969
2025-04-21 07:46:00,76.23,4.53,98.58,2.073
2025-04-21 07:47:00,76.52,4.66,107.95,1.935
2025-04-21 07:48:00,73.94,4.64,103.39,1.791
2025-04-21 07:49:00,73.85,5.04,99.32,1.983
2025-04-21 07:50:00,74.45,5.52,97.4,1.973
2025-04-21 07:51:00,70.4,5.67,98.3,1.96
2025-04-21 07:52:00,71.97,5.19,102.14,1.989
2025-04-21 07:53:00,77.73,5.15,100.39,2.026
2025-04-21 07:54:00,78.29,4.46,97.03,1.985
2025-04-21 07:55:00,74.5,4.84,99.17,1.874
2025-04-21 07:56:00,76.15,4.76,100.39,2.049
2025-04-21 07:57:00,75.62,4.81,89.36,1.805
2025-04-21 07:58:00,81.16,4.95,102.29,1.795
2025-04-21 07:59:00,77.24,4.86,95.1,2.074
